nitrogen,phosphorus,potassium,ph,rainfall,temperature,humidity,soil_type,season,region,irrigation,crop
118.0,15.0,45.0,6.54,48.01,24.21,84.21,loamy,dry,semi_arid,0,watermelon
24.1,56.46,45.06,6.8,556.87,20.87,55.34,sandy,transitional,highland,1,chickpea
4.0,14.0,41.0,6.43,102.82,19.85,89.81,sandy,transitional,arid,1,pomegranate
59.62,32.92,38.51,6.4,359.47,31.38,42.67,sandy,short_rains,semi_arid,0,millet
109.45,85.24,132.71,6.2,611.83,21.68,64.57,silty,dry,highland,0,tomato
108.0,92.0,53.0,6.28,104.94,27.4,82.96,clay,long_rains,sub_humid,0,banana
113.0,15.0,29.0,6.78,190.24,27.1,63.55,silty,long_rains,highland,0,coffee
183.72,57.8,184.31,6.9,1451.33,27.92,73.04,clay,long_rains,sub_humid,0,banana
57.55,46.55,75.73,6.7,853.88,25.85,69.95,loamy,long_rains,sub_humid,0,cassava
127.46,63.0,111.43,5.8,1644.79,18.19,77.47,silty,long_rains,highland,1,coffee
66.31,44.95,40.52,7.4,411.37,27.61,44.3,sandy,short_rains,semi_arid,0,sorghum
123.37,54.89,45.09,5.9,1926.75,27.39,82.73,clay,long_rains,coastal,1,rice
59.64,41.42,33.15,6.7,326.4,28.79,36.65,sandy,dry,semi_arid,1,millet
155.03,37.32,73.56,5.7,1900.01,15.16,80.4,silty,long_rains,highland,0,tea
124.88,63.17,110.59,5.9,1492.91,20.1,71.25,silty,long_rains,highland,1,coffee
68.58,56.7,70.96,6.4,622.71,26.96,48.42,sandy,short_rains,sub_humid,0,sunflower
27.75,49.88,47.42,6.2,592.81,20.65,54.3,sandy,dry,highland,1,chickpea
10.0,78.0,18.0,6.3,44.08,18.54,62.71,clay,dry,semi_arid,1,lentils
66.77,41.64,35.91,5.8,411.11,29.09,41.44,loamy,short_rains,semi_arid,0,sorghum
107.21,79.69,123.72,6.3,537.39,22.27,63.99,loamy,transitional,sub_humid,1,tomato
31.0,5.0,14.0,6.58,110.69,17.67,91.7,loamy,transitional,sub_humid,1,orange
111.0,28.0,26.0,6.94,192.71,27.77,64.48,silty,long_rains,highland,0,coffee
70.69,39.95,40.59,7.3,371.53,30.37,43.54,loamy,dry,arid,0,sorghum
30.48,67.42,66.33,6.1,620.02,29.25,58.41,loamy,long_rains,coastal,0,groundnut
99.89,60.96,105.64,7.2,447.3,20.27,47.37,loamy,dry,highland,1,onion
37.0,73.0,21.0,5.56,189.52,29.5,63.47,loamy,short_rains,semi_arid,0,pigeon_peas
57.44,35.87,33.09,6.9,280.33,32.5,40.65,sandy,short_rains,arid,0,millet
117.0,82.0,45.0,5.61,105.42,25.29,79.29,clay,long_rains,coastal,0,banana
95.5,67.75,111.49,6.8,481.13,19.22,48.94,loamy,dry,highland,0,onion
96.0,18.0,50.0,6.9,41.53,25.33,84.31,sandy,dry,sub_humid,0,watermelon
105.06,57.11,49.91,6.3,703.79,23.55,64.2,silty,short_rains,sub_humid,1,maize
22.0,18.0,33.0,6.62,93.92,30.41,52.48,sandy,dry,coastal,0,mango
158.89,42.98,72.13,5.6,1807.28,17.33,81.34,silty,long_rains,highland,0,tea
55.87,37.04,38.59,7.0,326.2,31.51,41.2,sandy,dry,arid,0,millet
120.69,56.73,46.65,7.0,1851.21,25.78,83.88,silty,long_rains,coastal,1,rice
180.28,60.24,202.31,6.9,1113.46,27.26,80.54,loamy,long_rains,sub_humid,0,banana
103.65,51.07,48.6,5.9,680.44,22.1,73.79,silty,short_rains,highland,0,maize
83.0,58.0,45.0,5.88,245.66,25.76,83.52,clay,long_rains,sub_humid,1,rice
174.85,50.0,187.54,6.3,1459.03,27.18,76.61,clay,long_rains,sub_humid,1,banana
34.96,63.92,60.82,6.4,661.27,28.84,57.34,loamy,long_rains,coastal,0,groundnut
63.43,41.41,37.49,6.1,330.44,28.09,45.28,sandy,short_rains,arid,1,sorghum
128.61,61.87,99.67,7.3,639.91,16.8,72.21,loamy,short_rains,highland,0,cabbage
93.12,52.44,50.0,6.1,679.65,22.33,69.34,loamy,short_rains,highland,1,maize
34.31,64.9,50.94,6.6,477.28,18.09,65.62,silty,long_rains,sub_humid,1,beans
117.57,54.98,40.4,6.8,2095.84,26.95,86.47,silty,long_rains,sub_humid,1,rice
58.3,40.73,36.84,6.4,394.36,31.07,41.98,sandy,dry,arid,0,millet
158.16,42.58,76.25,5.1,2014.82,17.41,84.29,loamy,long_rains,highland,0,tea
4.0,44.0,19.0,6.92,43.26,27.96,83.53,sandy,short_rains,sub_humid,0,mung_bean
88.0,35.0,40.0,5.85,291.3,23.58,83.59,silty,long_rains,sub_humid,1,rice
28.0,59.0,22.0,7.05,170.99,30.91,52.8,loamy,short_rains,semi_arid,0,pigeon_peas
32.5,64.19,70.15,6.9,705.39,27.65,53.37,sandy,long_rains,coastal,0,groundnut
121.12,69.01,96.64,5.8,1478.38,19.25,75.1,loamy,long_rains,highland,0,coffee
67.7,53.85,70.2,6.6,576.33,26.7,49.73,sandy,short_rains,semi_arid,0,sunflower
57.05,47.48,83.81,6.8,937.73,25.79,76.0,loamy,long_rains,sub_humid,0,cassava
53.4,39.61,33.41,6.4,310.68,31.57,42.48,sandy,short_rains,semi_arid,0,millet
172.79,58.1,175.51,6.5,1590.41,25.9,79.48,loamy,long_rains,coastal,0,banana
57.82,43.28,35.4,6.9,279.17,30.54,45.16,sandy,dry,semi_arid,0,millet
118.0,21.0,34.0,7.23,119.63,24.39,64.73,silty,long_rains,highland,0,coffee
100.87,53.03,50.58,6.9,662.61,24.23,59.93,loamy,long_rains,highland,0,maize
70.85,45.12,39.56,6.5,454.42,27.01,48.42,sandy,short_rains,arid,0,sorghum
78.29,45.75,39.56,7.0,559.01,17.68,52.15,loamy,dry,highland,0,wheat
104.64,91.65,127.77,6.5,529.47,22.91,62.87,silty,transitional,highland,1,tomato
77.31,47.19,75.33,7.1,830.02,31.06,50.13,sandy,transitional,semi_arid,1,mango
95.0,12.0,46.0,6.32,54.65,26.22,81.01,sandy,short_rains,semi_arid,1,watermelon
56.73,39.46,35.4,5.6,386.64,31.81,46.98,sandy,dry,arid,0,millet
128.0,66.95,112.95,6.4,1537.55,17.68,78.62,silty,long_rains,highland,0,coffee
97.66,61.12,46.12,6.7,675.33,21.52,66.6,loamy,long_rains,sub_humid,0,maize
168.67,60.17,172.83,6.3,1441.55,25.7,81.4,loamy,long_rains,coastal,0,banana
27.0,76.0,83.0,6.29,89.62,19.13,14.92,loamy,dry,semi_arid,1,chickpea
140.93,47.11,82.69,5.1,2063.62,17.08,79.63,silty,long_rains,highland,0,tea
81.92,44.44,37.31,7.4,595.14,16.86,45.47,loamy,dry,highland,0,wheat
167.13,56.65,196.15,5.8,1566.23,30.21,78.87,loamy,long_rains,coastal,0,banana
121.35,51.93,45.19,5.8,1626.71,27.39,83.85,silty,long_rains,coastal,1,rice
96.68,53.39,52.02,6.1,668.53,24.94,68.76,silty,short_rains,highland,0,maize
66.28,53.2,76.28,7.1,588.15,27.7,48.48,sandy,short_rains,semi_arid,0,sunflower
117.72,82.66,122.05,7.0,550.63,22.52,63.71,loamy,transitional,sub_humid,1,tomato
22.0,37.0,20.0,6.61,39.26,27.63,86.49,loamy,short_rains,sub_humid,0,mung_bean
151.43,52.3,90.36,5.0,1990.63,17.79,80.25,loamy,long_rains,highland,0,tea
98.96,79.48,132.9,6.9,542.58,20.66,61.92,silty,dry,highland,1,tomato
24.0,44.0,17.0,6.67,50.66,29.86,80.03,sandy,short_rains,semi_arid,0,mung_bean
33.68,60.43,42.23,7.5,370.12,19.22,50.53,loamy,dry,highland,0,lentils
115.0,17.0,55.0,6.78,28.08,27.58,94.12,sandy,transitional,sub_humid,0,muskmelon
54.0,77.0,85.0,7.83,83.75,17.14,17.07,loamy,transitional,highland,0,chickpea
3.0,28.0,33.0,5.76,94.43,30.34,48.89,sandy,dry,semi_arid,0,mango
75.37,45.9,71.99,5.7,746.79,29.5,60.09,sandy,transitional,semi_arid,0,mango
75.56,39.68,36.6,5.9,462.11,28.33,50.61,sandy,dry,arid,0,sorghum
56.02,34.91,33.76,5.7,285.46,32.03,42.6,sandy,short_rains,semi_arid,0,millet
112.25,59.7,68.64,6.5,682.82,29.3,49.86,loamy,long_rains,coastal,1,cotton
156.41,45.5,77.38,5.7,2231.11,17.79,79.36,loamy,long_rains,highland,0,tea
34.03,66.77,53.33,6.2,518.11,20.46,63.18,silty,long_rains,sub_humid,0,beans
32.54,68.15,53.23,6.9,543.98,23.81,59.62,silty,short_rains,sub_humid,0,beans
11.0,45.0,19.0,3.83,44.12,28.7,44.36,sandy,short_rains,semi_arid,0,moth_beans
56.62,36.38,33.84,6.3,314.2,30.21,41.65,sandy,short_rains,semi_arid,0,millet
119.41,60.59,114.26,5.8,1674.32,18.73,75.3,silty,long_rains,highland,0,coffee
64.04,41.88,39.38,5.6,471.96,29.75,43.98,loamy,dry,semi_arid,0,sorghum
36.83,68.22,64.03,5.7,770.12,29.34,57.23,sandy,long_rains,sub_humid,0,groundnut
115.42,57.77,44.72,5.7,1731.17,28.62,84.04,silty,long_rains,coastal,1,rice
1.0,76.0,19.0,6.67,177.34,24.19,46.69,sandy,short_rains,sub_humid,0,pigeon_peas
70.68,46.14,39.82,7.2,438.67,28.63,46.39,loamy,dry,semi_arid,0,sorghum
35.0,51.0,17.0,3.56,40.86,28.8,49.84,sandy,short_rains,semi_arid,0,moth_beans
96.78,49.53,48.61,6.6,734.36,22.35,63.54,silty,long_rains,sub_humid,0,maize
92.0,35.0,40.0,6.36,200.09,22.18,80.33,clay,long_rains,sub_humid,1,rice
98.01,80.96,129.09,6.9,576.86,23.17,63.47,silty,transitional,highland,1,tomato
113.38,50.88,65.06,6.3,796.85,28.93,56.06,clay,long_rains,coastal,1,cotton
30.04,66.43,65.65,6.7,749.86,28.09,58.89,sandy,long_rains,sub_humid,0,groundnut
70.49,39.16,38.05,6.1,505.95,31.91,44.51,sandy,short_rains,semi_arid,1,sorghum
3.0,141.0,197.0,6.14,115.48,21.98,91.13,silty,transitional,highland,1,apple
126.38,56.57,40.88,6.2,1669.95,27.23,83.83,silty,long_rains,coastal,1,rice
127.55,78.88,130.4,5.2,763.8,14.3,70.04,loamy,long_rains,highland,0,potato
30.49,51.06,43.47,6.4,562.77,20.71,52.01,sandy,transitional,semi_arid,0,chickpea
61.45,38.87,35.61,6.9,333.89,32.5,39.19,sandy,dry,semi_arid,0,millet
34.0,9.0,36.0,6.28,110.44,22.81,86.34,sandy,transitional,arid,0,pomegranate
125.21,54.81,39.54,6.8,1713.37,25.22,84.39,clay,long_rains,sub_humid,1,rice
124.8,56.4,109.94,6.3,1658.76,19.0,75.09,silty,long_rains,highland,0,coffee
91.0,35.0,39.0,6.97,206.26,23.79,80.42,silty,long_rains,sub_humid,0,rice
93.0,47.0,37.0,6.5,295.92,21.53,82.14,clay,long_rains,sub_humid,1,rice
28.92,66.02,52.36,6.3,580.49,18.71,64.9,loamy,long_rains,highland,0,beans
59.18,38.0,35.29,5.7,322.22,30.65,43.58,sandy,dry,arid,0,millet
84.0,44.0,21.0,5.85,107.27,21.87,61.91,silty,long_rains,highland,0,maize
176.75,59.64,171.57,6.3,1532.89,27.39,80.31,clay,long_rains,sub_humid,0,banana
93.3,81.9,130.54,6.7,537.33,22.82,63.18,silty,dry,highland,0,tomato
55.3,38.19,36.41,6.6,315.5,28.98,38.75,sandy,short_rains,arid,0,millet
23.0,65.0,20.0,5.83,108.37,23.04,22.43,loamy,short_rains,sub_humid,0,kidney_beans
105.36,54.75,51.01,6.0,663.23,22.15,75.61,silty,long_rains,highland,0,maize
122.82,76.98,99.95,6.2,558.89,15.16,70.22,clay,short_rains,highland,1,cabbage
61.42,45.77,75.53,6.2,866.92,28.13,73.71,loamy,long_rains,coastal,0,cassava
15.0,133.0,199.0,5.82,117.61,24.0,91.61,silty,dry,highland,0,apple
19.0,65.0,25.0,5.63,144.79,18.1,18.29,loamy,short_rains,sub_humid,1,kidney_beans
172.03,58.04,201.31,6.6,1480.89,25.45,75.23,clay,long_rains,sub_humid,0,banana
24.94,49.61,50.54,6.8,559.72,17.78,43.82,loamy,dry,highland,0,chickpea
178.51,58.24,183.8,6.0,1418.4,26.69,83.12,loamy,long_rains,sub_humid,1,banana
77.77,54.62,103.12,6.5,691.39,23.37,66.34,loamy,short_rains,highland,0,sweetpotato
177.05,58.28,171.36,5.5,1460.97,25.43,77.93,loamy,long_rains,sub_humid,0,banana
39.0,69.0,53.0,6.96,241.82,25.93,93.02,loamy,transitional,sub_humid,1,papaya
128.37,61.76,107.84,5.9,1515.95,19.68,75.46,silty,long_rains,highland,0,coffee
180.93,64.3,133.99,6.6,1484.56,31.85,70.35,loamy,long_rains,coastal,0,sugarcane
34.73,59.89,54.76,7.1,564.44,22.37,65.31,loamy,short_rains,highland,1,beans
4.0,136.0,204.0,5.9,65.52,29.94,81.78,sandy,dry,highland,0,grapes
40.0,136.0,202.0,5.94,117.53,22.85,94.58,loamy,dry,highland,1,apple
68.0,57.0,43.0,5.71,182.9,26.09,80.38,silty,long_rains,coastal,1,rice
103.55,50.38,60.99,7.5,723.87,29.25,55.72,loamy,long_rains,sub_humid,0,cotton
18.0,125.0,204.0,6.05,116.74,22.36,94.48,silty,dry,highland,0,apple
27.11,57.15,53.28,6.5,532.4,20.77,61.05,loamy,short_rains,sub_humid,0,beans
59.64,40.57,36.79,6.3,368.35,30.76,43.81,sandy,short_rains,semi_arid,0,millet
101.5,63.54,109.11,7.1,455.47,19.26,49.86,loamy,dry,semi_arid,1,onion
34.0,45.0,21.0,6.29,37.01,28.19,82.61,sandy,transitional,semi_arid,0,mung_bean
58.57,41.19,80.01,6.7,915.43,27.69,72.61,loamy,long_rains,sub_humid,0,cassava
74.77,53.35,66.13,6.7,612.12,24.7,51.04,loamy,short_rains,semi_arid,0,sunflower
90.84,48.31,47.89,6.5,703.75,22.89,63.1,silty,long_rains,highland,1,maize
33.49,65.58,46.53,6.9,537.16,21.72,65.15,loamy,short_rains,sub_humid,1,beans
131.15,68.32,94.24,5.5,1664.19,19.67,73.88,loamy,long_rains,highland,0,coffee
181.58,59.51,141.76,5.7,1686.76,27.72,70.97,loamy,long_rains,sub_humid,0,sugarcane
120.16,49.15,45.57,6.8,1875.97,24.94,86.76,silty,long_rains,sub_humid,1,rice
28.03,61.29,54.67,7.4,531.73,19.61,66.93,loamy,short_rains,highland,1,beans
6.0,13.0,9.0,7.79,118.33,34.51,90.56,loamy,long_rains,sub_humid,1,orange
83.0,94.0,47.0,6.47,112.14,27.4,81.11,loamy,long_rains,coastal,0,banana
101.18,54.52,103.03,6.8,378.57,21.83,50.35,sandy,dry,highland,1,onion
81.41,45.08,40.59,6.6,511.19,17.75,53.46,loamy,dry,highland,0,wheat
112.14,67.58,102.48,5.8,1694.74,18.2,78.92,loamy,long_rains,highland,0,coffee
158.53,49.67,75.84,4.7,2022.88,15.16,76.91,loamy,long_rains,highland,0,tea
57.58,49.22,83.14,6.9,910.01,26.27,71.14,sandy,long_rains,coastal,0,cassava
73.62,60.68,117.05,6.5,642.77,23.57,69.46,loamy,long_rains,sub_humid,0,sweetpotato
78.0,40.0,38.0,7.55,248.23,26.46,83.86,silty,long_rains,sub_humid,1,rice
12.0,67.0,23.0,6.59,45.5,25.63,63.15,loamy,transitional,highland,1,lentils
123.0,39.0,24.0,7.45,86.06,25.01,78.18,loamy,long_rains,sub_humid,0,cotton
118.09,52.72,43.73,5.6,1604.61,25.93,87.77,silty,long_rains,coastal,0,rice
35.81,68.08,51.44,6.3,516.12,22.0,57.44,loamy,long_rains,highland,1,beans
70.3,51.82,110.05,7.0,610.36,24.48,67.99,loamy,long_rains,highland,0,sweetpotato
98.94,53.83,52.65,6.6,625.18,23.83,65.0,loamy,short_rains,highland,0,maize
75.55,45.88,65.06,6.2,783.52,29.04,61.5,sandy,transitional,coastal,1,mango
70.16,50.04,100.3,6.0,662.35,24.68,70.11,sandy,long_rains,highland,0,sweetpotato
102.73,51.46,49.96,6.1,655.94,22.73,67.98,silty,long_rains,sub_humid,1,maize
95.0,39.0,36.0,5.56,285.25,23.86,83.15,clay,long_rains,sub_humid,0,rice
35.0,58.0,20.0,5.76,90.05,29.39,63.48,loamy,short_rains,semi_arid,1,pigeon_peas
72.82,52.67,78.52,6.7,594.5,22.74,48.77,sandy,dry,semi_arid,0,sunflower
33.08,63.36,53.9,6.1,549.87,19.23,65.63,loamy,short_rains,sub_humid,1,beans
183.37,62.78,141.63,7.5,1491.63,29.45,71.55,loamy,long_rains,coastal,0,sugarcane
102.58,56.05,52.45,6.3,706.59,22.78,76.79,loamy,long_rains,sub_humid,1,maize
115.56,53.34,50.09,6.6,1763.8,26.34,84.94,silty,long_rains,sub_humid,1,rice
59.33,47.79,77.66,5.6,932.26,27.09,74.35,loamy,long_rains,coastal,0,cassava
32.13,71.41,50.51,6.9,511.55,21.25,64.06,silty,short_rains,sub_humid,0,beans
169.02,54.19,174.61,6.2,1629.34,29.44,77.51,clay,long_rains,coastal,0,banana
19.0,38.0,26.0,4.53,93.17,31.48,48.78,sandy,dry,coastal,0,mango
120.18,75.29,119.53,6.0,719.61,13.94,73.89,silty,transitional,highland,0,potato
131.36,56.71,111.48,6.1,1351.98,18.46,76.29,loamy,long_rains,highland,0,coffee
107.06,83.88,125.09,5.4,686.51,13.88,72.07,silty,long_rains,highland,1,potato
97.21,47.72,49.98,6.4,738.14,20.14,71.03,silty,short_rains,highland,1,maize
100.09,75.78,126.25,6.2,565.92,21.21,58.68,silty,dry,highland,1,tomato
13.0,144.0,204.0,6.09,68.38,30.73,82.43,sandy,dry,semi_arid,0,grapes
174.39,62.59,184.49,6.0,1337.29,28.94,81.16,loamy,long_rains,sub_humid,0,banana
109.23,54.29,52.63,6.3,659.37,21.51,63.82,loamy,short_rains,highland,0,maize
30.0,127.0,204.0,6.13,100.93,22.5,92.46,loamy,dry,highland,1,apple
59.14,45.1,77.94,5.5,838.65,27.52,73.82,sandy,long_rains,coastal,0,cassava
1.0,27.0,36.0,5.68,104.99,23.99,93.34,sandy,dry,semi_arid,1,pomegranate
174.2,62.75,187.51,5.6,1538.93,28.38,80.53,loamy,long_rains,coastal,0,banana
126.44,79.74,133.63,6.0,817.04,17.25,73.41,loamy,long_rains,highland,0,potato
13.0,75.0,20.0,6.98,178.9,30.56,35.29,sandy,long_rains,semi_arid,0,pigeon_peas
113.48,57.25,73.68,5.9,818.01,27.81,51.59,clay,long_rains,coastal,0,cotton
172.75,49.91,198.79,6.3,1486.76,27.84,86.62,clay,long_rains,sub_humid,0,banana
94.0,91.0,51.0,5.62,109.58,29.16,76.67,loamy,long_rains,coastal,0,banana
107.75,50.06,50.89,6.8,693.56,23.83,66.91,loamy,long_rains,highland,0,maize
39.13,70.01,70.0,5.8,720.72,29.63,50.24,sandy,long_rains,coastal,0,groundnut
21.0,20.0,31.0,5.86,165.82,25.6,99.72,sandy,long_rains,coastal,1,coconut
37.0,57.0,20.0,7.35,70.8,31.1,44.82,sandy,short_rains,semi_arid,0,moth_beans
55.46,41.16,77.1,6.9,809.06,28.33,65.72,sandy,long_rains,sub_humid,0,cassava
22.0,64.0,82.0,6.47,87.51,19.49,17.17,loamy,transitional,semi_arid,0,chickpea
21.0,78.0,19.0,6.92,69.85,27.16,66.76,clay,short_rains,sub_humid,0,blackgram
66.4,41.72,37.54,5.7,444.92,29.73,46.77,loamy,short_rains,semi_arid,0,sorghum
53.24,41.12,34.54,7.0,352.19,33.86,36.94,sandy,short_rains,arid,0,millet
117.0,32.0,34.0,6.76,127.18,26.27,52.13,silty,long_rains,highland,0,coffee
28.04,58.68,45.85,7.4,331.19,18.1,48.96,loamy,transitional,semi_arid,0,lentils
40.63,67.68,62.39,6.5,722.26,30.38,58.65,loamy,long_rains,sub_humid,0,groundnut
52.0,58.0,16.0,7.17,71.37,30.64,61.15,clay,transitional,coastal,1,blackgram
1.0,62.0,23.0,5.61,139.03,15.44,18.37,silty,short_rains,sub_humid,1,kidney_beans
81.73,45.57,73.57,6.6,829.47,29.26,53.66,sandy,dry,coastal,0,mango
105.91,53.97,47.64,6.2,659.09,23.46,59.98,loamy,short_rains,sub_humid,1,maize
116.05,57.53,41.45,6.1,1516.82,26.67,82.51,clay,long_rains,sub_humid,1,rice
37.0,79.0,19.0,7.14,69.41,27.54,69.35,clay,transitional,coastal,0,blackgram
83.0,41.0,43.0,6.25,233.11,21.05,82.68,silty,long_rains,sub_humid,1,rice
193.26,62.66,118.97,5.6,1424.61,26.27,65.53,loamy,long_rains,coastal,0,sugarcane
70.23,51.67,64.33,6.1,583.39,26.96,45.04,loamy,short_rains,sub_humid,0,sunflower
92.0,20.0,55.0,6.59,59.27,25.1,87.53,sandy,dry,sub_humid,0,watermelon
117.0,24.0,53.0,6.29,21.3,29.17,92.21,loamy,transitional,semi_arid,1,muskmelon
104.81,51.04,48.4,5.8,642.5,22.75,66.54,loamy,short_rains,highland,1,maize
62.26,36.2,31.96,5.7,346.18,31.78,36.01,sandy,short_rains,semi_arid,1,millet
27.95,65.71,51.45,6.5,528.08,21.74,60.92,loamy,short_rains,sub_humid,0,beans
118.0,31.0,34.0,6.12,181.42,27.55,62.88,loamy,long_rains,highland,0,coffee
50.12,33.66,31.15,6.4,352.23,30.51,41.59,sandy,short_rains,arid,0,millet
28.75,61.68,62.8,6.2,716.15,30.29,62.4,loamy,long_rains,sub_humid,0,groundnut
118.61,55.35,47.77,5.6,1774.49,26.45,86.73,clay,long_rains,sub_humid,0,rice
74.15,58.55,65.62,6.1,618.9,26.01,48.92,loamy,dry,sub_humid,0,sunflower
113.7,61.5,43.53,6.6,1746.91,28.76,91.33,clay,long_rains,sub_humid,1,rice
26.0,18.0,27.0,5.84,142.14,27.46,92.91,loamy,long_rains,coastal,0,coconut
97.0,74.0,45.0,5.68,113.12,26.48,78.52,clay,long_rains,coastal,1,banana
28.92,58.26,48.84,5.7,583.34,20.04,53.46,sandy,transitional,highland,1,chickpea
87.0,25.0,46.0,6.38,21.75,27.43,90.03,loamy,dry,sub_humid,1,muskmelon
127.9,82.9,127.59,5.7,624.06,15.97,67.58,loamy,transitional,highland,1,potato
1.0,6.0,35.0,6.23,147.17,27.02,95.72,sandy,long_rains,coastal,0,coconut
101.89,55.8,48.84,6.6,797.08,23.02,70.78,silty,long_rains,sub_humid,0,maize
49.89,31.11,34.68,6.7,326.66,30.96,37.76,sandy,dry,semi_arid,0,millet
49.0,55.0,51.0,6.68,135.17,24.87,93.91,loamy,long_rains,coastal,1,papaya
83.19,42.24,39.18,6.2,558.42,16.97,53.25,loamy,dry,highland,1,wheat
59.96,42.7,81.71,5.9,856.52,24.53,71.69,loamy,long_rains,coastal,0,cassava
30.51,55.58,46.6,7.0,388.7,18.91,48.35,loamy,transitional,highland,1,lentils
117.0,25.0,53.0,6.41,24.52,29.12,92.13,sandy,dry,semi_arid,0,muskmelon
98.32,54.67,48.64,6.0,735.84,22.61,62.26,loamy,short_rains,highland,0,maize
148.02,42.28,85.59,5.5,2078.83,16.46,83.89,silty,long_rains,highland,0,tea
100.11,83.94,129.19,6.0,532.14,23.6,70.2,silty,dry,sub_humid,0,tomato
36.0,68.0,20.0,5.86,81.83,17.06,23.77,loamy,short_rains,highland,0,kidney_beans
162.07,43.83,88.37,5.4,2101.02,17.19,75.18,loamy,long_rains,highland,0,tea
35.17,63.59,48.3,6.4,575.33,19.86,62.89,loamy,long_rains,highland,0,beans
83.0,57.0,19.0,6.88,98.74,25.73,70.75,silty,short_rains,sub_humid,1,maize
68.12,45.67,39.28,7.1,488.5,29.09,48.24,loamy,short_rains,arid,0,sorghum
82.16,45.97,72.98,5.6,935.4,29.67,49.2,sandy,dry,semi_arid,0,mango
65.26,43.33,79.07,6.0,1050.6,27.12,70.96,loamy,long_rains,coastal,0,cassava
70.42,43.32,43.9,5.8,439.12,29.51,46.28,sandy,dry,arid,0,sorghum
98.81,57.39,103.76,6.9,512.76,21.28,52.48,loamy,dry,semi_arid,1,onion
39.85,68.24,68.17,6.8,714.68,27.7,52.32,loamy,long_rains,sub_humid,0,groundnut
101.0,70.0,48.0,6.01,116.55,25.36,75.03,clay,long_rains,sub_humid,1,banana
119.38,66.27,109.06,7.1,549.0,16.79,69.54,loamy,short_rains,highland,0,cabbage
29.26,62.24,47.19,6.2,354.09,18.83,46.33,clay,transitional,semi_arid,0,lentils
80.99,41.44,39.54,7.5,578.62,17.34,49.17,clay,dry,highland,1,wheat
124.09,75.98,128.17,5.1,729.15,16.8,71.52,silty,transitional,highland,0,potato
18.0,5.0,11.0,6.25,102.46,20.88,90.94,sandy,transitional,highland,1,orange
99.6,79.14,127.55,6.2,506.99,23.94,56.9,loamy,transitional,sub_humid,1,tomato
99.22,44.72,51.83,5.9,646.16,20.63,71.74,loamy,long_rains,highland,0,maize
104.85,78.39,121.72,6.4,593.04,22.34,60.91,silty,dry,sub_humid,1,tomato
37.01,69.78,60.69,6.2,702.1,29.59,61.0,sandy,long_rains,coastal,0,groundnut
58.2,48.11,82.64,5.9,928.16,27.35,72.44,sandy,long_rains,sub_humid,1,cassava
32.09,68.08,70.52,6.4,708.17,28.71,58.31,sandy,long_rains,coastal,0,groundnut
30.37,71.55,52.48,6.5,591.76,22.88,60.64,silty,long_rains,sub_humid,0,beans
72.21,45.19,66.85,5.9,1036.24,28.98,54.62,sandy,dry,semi_arid,0,mango
114.0,40.0,17.0,6.36,69.45,24.33,80.13,loamy,long_rains,sub_humid,0,cotton
83.2,43.54,69.13,6.1,854.05,31.99,55.85,sandy,transitional,semi_arid,0,mango
42.0,59.0,55.0,6.98,149.12,40.1,94.35,loamy,transitional,sub_humid,0,papaya
13.0,126.0,204.0,6.38,108.18,23.11,92.8,loamy,transitional,highland,1,apple
63.87,51.74,73.17,6.9,584.38,24.7,47.17,loamy,short_rains,semi_arid,0,sunflower
12.0,58.0,23.0,6.77,50.43,21.75,63.4,clay,dry,semi_arid,1,lentils
10.0,44.0,24.0,8.03,58.28,30.99,43.02,sandy,dry,semi_arid,0,moth_beans
31.42,68.37,55.51,7.1,517.3,21.0,66.58,loamy,short_rains,sub_humid,0,beans
37.0,135.0,205.0,5.51,74.1,11.83,80.28,sandy,dry,highland,1,grapes
110.0,71.0,54.0,5.73,94.38,28.67,82.21,loamy,long_rains,coastal,0,banana
11.0,36.0,33.0,5.98,95.37,35.99,52.23,loamy,transitional,coastal,0,mango
28.0,123.0,202.0,6.44,120.44,22.77,92.12,silty,dry,highland,0,apple
28.79,71.01,58.15,6.5,544.39,19.3,65.98,loamy,short_rains,highland,0,beans
27.3,52.58,47.57,6.2,531.28,19.54,47.29,loamy,dry,semi_arid,0,chickpea
80.98,47.64,41.82,6.8,563.55,17.38,50.02,loamy,dry,highland,1,wheat
123.43,55.89,46.75,6.2,1527.33,27.2,83.49,clay,long_rains,sub_humid,1,rice
120.59,58.26,103.59,6.5,1542.52,20.57,78.37,loamy,long_rains,highland,0,coffee
28.8,54.34,47.07,6.8,617.38,21.25,51.75,loamy,transitional,semi_arid,1,chickpea
100.06,65.62,113.48,7.1,448.04,19.37,56.12,sandy,dry,highland,1,onion
155.17,46.15,79.3,5.1,2074.88,18.18,80.74,loamy,long_rains,highland,0,tea
43.0,68.0,20.0,7.5,69.44,29.58,66.18,loamy,short_rains,coastal,0,blackgram
7.0,45.0,22.0,9.93,74.33,25.51,44.83,sandy,short_rains,arid,0,moth_beans
118.33,79.36,131.02,6.2,796.38,13.97,67.2,loamy,transitional,highland,1,potato
60.31,45.51,70.35,6.4,987.61,27.28,69.13,loamy,long_rains,sub_humid,0,cassava
74.26,46.4,38.0,7.0,463.68,30.42,42.03,sandy,short_rains,arid,0,sorghum
